product_id,order_count,product_name,aisle_id,department_id,cart_order,Water,Energy,Protein,Total lipid (fat),"Carbohydrate, by difference"
12980,1027,Large Greenhouse Tomato,83,4,5.36,86.3,55.0,10.7,0.0,2.36
25837,1026,Mini Babybel Light Semisoft Edam Cheeses,21,16,6.51,,,,,
14467,1026,Sweet Baguette,112,3,4.66,82.2,,1.04,0.192,16.2
9623,1026,Sparkling Natural Spring Water,115,7,4.22,79.0,376.0,19.0,0.94,0.08
46842,1025,Plain Pre-Sliced Bagels,93,3,5.48,75.7,106.0,16.7,3.73,0.27
9808,1025,Organic Cottage Cheese,108,16,6.23,81.1,352.0,11.0,2.3,4.31
10912,1024,Lowfat Vanilla Yogurt,120,16,7.01,81.1,352.0,11.0,2.3,4.31
40268,1023,Organic Wheat-Free & Gluten-Free Original Crackers,78,19,6.38,90.8,144.0,3.43,0.08,4.92
8138,1022,Traditional Hummus,67,20,6.76,58.7,229.0,7.35,17.1,14.9
17429,1020,Jalapeno Hummus,67,20,6.1,58.7,229.0,7.35,17.1,14.9
2228,1020,Organic Frozen Mango Chunks,116,1,6.87,90.1,153.0,0.81,0.47,7.92
3376,1019,Organic Whole Kernel Sweet Corn No Salt Added,81,15,7.34,1.5,2560.0,21.0,56.1,17.1
21614,1018,Crackers Harvest Whole Wheat,78,19,6.95,9.44,1550.0,15.1,2.73,71.2
49111,1015,Original Instant Oatmeal,130,14,6.22,8.85,1800.0,5.79,14.3,69.6
37919,1015,Organic 2% Chocolate Milk,84,16,2.74,89.1,50.0,3.36,1.9,4.9
16254,1014,ZBar Organic Chocolate Brownie Energy Snack,3,19,7.45,,,,,
15200,1013,Organic Green Beans,83,4,4.27,89.7,,1.97,0.275,7.41
10644,1013,Italian Extra Virgin Olive Oil,19,13,6.57,,,,,
17758,1011,Strawberry Rhubarb Yoghurt,120,16,6.41,90.8,,0.641,0.22,7.96
47087,1010,Total 0% Blueberry Acai Greek Yogurt,120,16,6.7,85.0,61.0,10.3,0.37,3.64
45570,1008,Organic Greek Plain Nonfat Yogurt,120,16,4.92,85.0,61.0,10.3,0.37,3.64
38200,1005,Apple Juice,31,7,5.25,88.1,,0.0859,0.286,11.4
8736,1004,Synergy Organic & Raw Cosmic Cranberry,31,7,5.47,84.2,,0.703,0.306,14.6
26128,1003,Organic Mango Chunks,116,1,6.11,,,,,
10032,997,Cola Soft Drink,77,7,4.29,8.85,1800.0,5.79,14.3,69.6
11005,996,Organic Cream Cheese Bar,108,16,6.78,54.7,,5.79,33.5,4.56
24810,995,Organic Lightly Salted Brown Rice Cakes,78,19,7.03,12.1,365.0,7.19,3.85,75.5
19816,995,Sonoma Traditional Flour Tortillas 10 Count,128,3,6.96,12.2,,11.4,1.52,74.4
44570,994,Kale Greens,83,4,5.27,89.6,35.0,2.92,1.49,4.42
44156,993,Strawberry on the Bottom Nonfat Greek Yogurt,120,16,6.21,79.0,347.0,8.06,0.15,12.2
34217,991,Pesto Tortellini  Bowls,38,1,5.61,,,,,
34584,990,Organic Sliced Peaches,116,1,7.63,88.3,174.0,0.91,0.27,10.1
33548,990,Peach on the Bottom Nonfat Greek Yogurt,120,16,6.56,85.0,61.0,10.3,0.37,3.64
46931,989,Peaches,24,4,3.72,88.3,174.0,0.91,0.27,10.1
38444,987,Chardonnay,62,5,3.4,,,,,
31215,987,Lemon Yogurt,120,16,5.82,86.6,,4.23,0.0875,8.08
45535,984,Organic Low Sodium Chicken Broth,69,15,6.64,89.8,,3.46,1.08,4.81
1695,983,Major Dickason's Blend Ground Coffee Dark Roast,26,7,5.7,6.8,,18.0,37.3,34.4
6489,982,Backyard Barbeque Potato Chips,107,19,7.55,8.28,,8.11,0.951,79.9
8843,980,Milk Chocolate Covered Raisins,45,19,4.46,8.85,1800.0,5.79,14.3,69.6
20899,979,Goo Berry Pie Probugs Kefir,120,16,6.18,,,,,
14852,977,All Natural Marinara Sauce,9,9,6.6,87.4,186.0,1.41,1.48,8.05
47877,974,Coke Zero,77,7,3.85,,,,,
2611,970,Gluten Free SpongeBob Spinach Littles,92,18,6.55,92.5,,2.85,0.619,2.41
16616,967,Organic Sliced White Mushrooms,123,4,6.43,91.8,,2.89,0.371,4.08
9515,966,Natural Classic Pork Breakfast Sausage,52,1,6.52,51.7,1370.0,13.3,28.7,3.37
1025,964,Organic Fresh Basil,16,4,6.01,,,,,
26346,963,Organic Skim Milk,84,16,4.84,90.8,144.0,3.43,0.08,4.92
10603,962,93% Ground Beef,122,12,5.98,72.9,,17.3,9.59,0.0
38772,962,Provolone,21,16,7.47,42.3,,23.5,28.1,2.45
36036,962,Organic Orange Fruit Juice,98,7,5.6,88.2,,0.734,0.325,10.3
6615,960,Mozzarella Cheese,21,16,4.58,47.7,298.0,23.7,20.4,4.44
12078,960,Shredded Mexican Blend Cheese,21,16,3.34,36.6,1710.0,23.3,34.0,2.44
19887,960,Unsweetened Vanilla Almond Breeze,91,16,2.97,96.5,,0.656,1.56,0.671
44471,958,Free & Clear Unscented Baby Wipes,82,18,6.44,92.5,,2.85,0.619,2.41
41131,954,India Pale Ale,27,5,2.64,,,,,
39558,953,Gold Potato,83,4,6.42,81.1,,1.81,0.264,16.0
33129,952,Classic Hummus,67,20,6.35,58.7,229.0,7.35,17.1,14.9
10753,951,Peanut Butter Bar,3,19,5.64,1.1,,24.0,49.4,22.7
2450,951,Taco Seasoning,30,6,7.61,,,,,
40332,950,"Cage Free Brown Eggs-Large, Grade A",86,16,4.8,86.3,55.0,10.7,0.0,2.36
7054,948,Low Fat Plain Yogurt,120,16,5.25,86.6,,4.23,0.0875,8.08
8230,948,100% Recycled Bathroom Tissue,54,17,6.16,,,,,
8803,947,Fully Husked & Trimmed Super Sweet Corn,32,4,3.52,,,,,
14999,946,Grade A Large Brown Eggs,86,16,5.64,86.3,55.0,10.7,0.0,2.36
365,945,Cheerios Cereal,121,14,7.82,13.0,,11.1,3.04,71.1
40852,939,Lactose Free Fat Free Milk,91,16,4.58,90.8,144.0,3.43,0.08,4.92
11123,938,Vitamin Water Zero Squeezed Lemonade,64,7,5.02,89.7,43.0,3.38,0.95,5.18
13819,936,Roasted Salted Cashews,117,19,6.26,2.2,2590.0,20.4,57.8,16.2
16732,935,Peanut Milk Chocolate XXL Bag,45,19,3.24,,,,,
32578,933,Organic Fresh Squeezed Orange Juice,31,7,4.7,88.2,,0.734,0.325,10.3
35163,933,Red Leaf Lettuce,83,4,5.74,95.0,,0.883,0.106,3.26
34134,932,Spinach Peas & Pear Stage 2 Baby Food,92,18,7.8,92.5,,2.85,0.619,2.41
4945,932,Large Pineapple Chunks,123,4,5.4,85.0,,0.461,0.211,14.1
23296,930,Blueberry on the Bottom Nonfat Greek Yogurt,120,16,6.98,85.0,61.0,10.3,0.37,3.64
29594,929,YoKids Strawberry Banana/Strawberry Yogurt,120,16,6.48,,,,,
18564,927,Diet Ginger Ale All Natural Soda,77,7,5.16,9.83,366.0,10.9,1.48,77.3
39121,927,Organic Jasmine Rice,38,1,6.49,12.1,365.0,7.19,3.85,75.5
17341,926,Presliced Everything Bagels,93,3,5.47,,,,,
49175,925,Organic Pinto Beans,59,15,7.49,0.0,,23.7,1.24,
39922,923,Celery Sticks,123,4,5.3,95.2,,0.492,0.162,3.32
40910,923,Root Beer,77,7,5.44,,,,,
39040,921,Organic Sliced Crimini Mushrooms,123,4,6.05,91.8,,3.09,0.197,4.01
8467,919,Cinnamon Raisin Bread,112,3,6.06,8.85,1800.0,5.79,14.3,69.6
7751,919,Tomato Ketchup,72,13,6.08,68.5,488.0,1.11,0.55,26.8
42495,919,Pink Lady (Cripps) Apple,24,4,5.12,0.0,,23.4,1.2,
47029,919,Organic Greek Nonfat Yogurt With Mixed Berries,120,16,7.09,85.0,61.0,10.3,0.37,3.64
37718,918,Blueberry Whole Milk Yogurt Pouch,120,16,6.52,85.3,,3.82,4.48,5.57
44479,918,Organic Stringles Mozzarella String Cheese,21,16,6.89,47.7,298.0,23.7,20.4,4.44
22260,916,Organic Rolled Oats,68,10,6.04,10.2,,13.5,5.89,68.7
46990,916,Ground Buffalo,7,12,6.17,6.8,,18.0,37.3,34.4
24082,915,Organic Dark Sweet Cherries,116,1,6.44,82.2,,1.04,0.192,16.2
25804,915,Original Soy Milk,91,16,4.62,91.5,,2.78,1.96,3.0
1215,914,Kidz All Natural Baked Chicken Nuggets,129,1,7.08,9.83,366.0,10.9,1.48,77.3
32465,913,Sliced White Mushrooms,123,4,5.33,91.8,,2.89,0.371,4.08
311,913,Naturals Savory Turkey Breakfast Sausage,52,1,5.79,69.6,169.0,16.7,10.4,0.93
8490,909,Strawberry Rhubarb Yogurt,120,16,6.88,79.0,347.0,8.06,0.15,12.2
47042,909,Organic Red On the Vine Tomato,83,4,6.12,94.6,76.0,0.84,0.5,3.32
32177,908,Blood Oranges,24,4,6.17,86.7,196.0,0.91,0.15,11.8
20580,908,Original Real Vegetable Chips,107,19,7.03,93.6,86.0,1.04,0.39,4.11
18656,908,Organic Red Potato,83,4,6.87,80.5,,2.06,0.248,16.3
12872,904,Penne Rigate,131,9,7.4,,,,,
37524,903,Fresh Mozzarella Ball,2,16,6.44,47.7,298.0,23.7,20.4,4.44
38312,903,Almond Milk Strawberry Yogurt,120,16,6.38,79.0,347.0,8.06,0.15,12.2
38656,903,Gluten Free Peanut Butter Dark Chocolate Chewy With a Crunch Granola Bars,3,19,7.58,1.1,,24.0,49.4,22.7
35383,902,Classic White Bread,112,3,5.31,35.7,1130.0,9.43,3.59,49.2
43643,902,Organic Strawana Probugs Kefir,120,16,6.38,,,,,
18594,902,Emmentaler Swiss Slices,21,16,7.16,37.6,1640.0,27.0,31.0,1.44
20463,901,Organic Fat-Free Milk,84,16,4.62,90.8,144.0,3.43,0.08,4.92
33352,899,Organic Kale Greens,123,4,5.85,89.6,35.0,2.92,1.49,4.42
32433,898,Green Peas,116,1,6.6,80.5,,4.73,1.15,12.7
46886,897,Raspberry Yoghurt,120,16,6.44,85.6,,1.01,0.188,12.9
33065,896,Cabernet Sauvignon,28,5,3.47,,,,,
35042,892,Black Beans,59,15,6.78,0.0,,24.4,1.45,
38944,891,Seven Grain Crispy Tenders,42,1,5.89,13.0,,11.1,3.04,71.1
30252,890,Organic Soft Wheat Bread,112,3,6.67,38.7,1060.0,12.3,3.55,43.1
28413,890,Bunny-Luv Organic Carrots,83,4,3.18,89.3,,0.805,0.138,9.08
37119,890,Uncured Pepperoni,96,20,6.26,,,,,
2716,888,Organic Greek Lowfat Yogurt With Strawberries,120,16,7.34,79.0,347.0,8.06,0.15,12.2
22395,887,Tomato Sauce,81,15,7.25,94.7,,0.696,0.425,3.84
46226,887,Thick & Crispy Tortilla Chips,107,19,7.13,,,,,
31422,882,100% Orange Juice,31,7,3.44,88.2,,0.734,0.325,10.3
11352,879,Organic Mini Sandwich Crackers Peanut Butter,78,19,7.75,1.1,,24.0,49.4,22.7
5514,875,Organic Homogenized Whole Milk,84,16,4.42,72.9,157.0,7.81,11.0,6.86
23233,875,California Sourdough Bread,112,3,6.05,35.7,1130.0,9.43,3.59,49.2
25640,875,White Peach,24,4,6.48,88.3,174.0,0.91,0.27,10.1
48697,874,Canola Oil,19,13,5.1,,,,,
44292,873,Premium Unsweetened Iced Tea,94,7,5.38,96.5,,0.656,1.56,0.671
39097,871,Gluten Free White Sandwich Bread,112,3,4.93,35.7,1130.0,9.43,3.59,49.2
35336,869,Naked Green Machine Boosted Juice Smoothie,31,7,4.1,91.9,,0.961,0.228,6.38
44310,869,Soft Pretzel Mini Buns,43,3,6.64,8.85,1800.0,5.79,14.3,69.6
7485,866,Garlic Hummus,67,20,6.72,58.7,229.0,7.35,17.1,14.9
36082,866,Organic Mango,24,4,7.24,,,,,
42731,866,Original Citrus Sparkling Flavored Soda,77,7,3.94,86.7,196.0,0.91,0.15,11.8
17878,865,Grilled Chicken Breast Strips,49,12,6.12,74.8,,22.5,1.93,-0.368
32429,865,Red Mango,24,4,6.26,91.1,,1.24,0.214,6.79
11408,865,Crushed Tomatoes,81,15,6.05,94.7,,0.696,0.425,3.84
9550,864,Ancient Grain Original Granola,57,14,7.01,13.0,,11.1,3.04,71.1
10761,864,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,120,16,7.08,,,,,
23765,862,Organic Smoked Turkey Breast,96,20,6.83,74.8,,22.5,1.93,-0.368
36772,859,Bunny Pasta with Yummy Cheese Macaroni & Cheese,4,9,7.58,36.6,1710.0,23.3,34.0,2.44
10621,858,Organic Purple Kale,83,4,6.25,89.6,35.0,2.92,1.49,4.42
38274,857,Ice Cream Sandwiches Vanilla,37,1,6.96,58.1,,2.02,35.6,3.8
22089,853,Vitamin D Milk,84,16,4.92,89.7,43.0,3.38,0.95,5.18
10509,851,Organic Animal Crackers,78,19,4.3,,,,,
35652,849,Prosciutto Di Parma,96,20,3.93,,,,,
1700,849,White Cheddar Popcorn,23,19,5.76,36.6,1710.0,23.3,34.0,2.44
46069,849,Supergreens!,123,4,5.47,,,,,
40516,848,Organic Romaine Hearts,123,4,6.68,94.7,70.0,1.24,0.26,3.24
3849,847,Organic Sprouted English Muffin,93,3,5.55,3.14,,14.6,69.7,10.9
7862,847,Raw Shrimp,34,1,2.98,84.2,,0.703,0.306,14.6
34530,847,Organic Chicken Thighs,7,12,5.47,72.9,,18.6,7.92,-0.406
19820,846,Grassmilk 2% Reduced Fat Milk,84,16,4.39,89.1,50.0,3.36,1.9,4.9
2091,846,Almond Nut & Rice Cracker Snacks,78,19,6.44,4.26,,21.5,51.1,20.0
48812,845,Variety Pack,85,17,3.75,93.6,86.0,1.04,0.39,4.11
19828,845,Red Delicious Apples,24,4,3.29,84.7,,0.188,0.212,14.8
16974,845,Sea Salt Brown Rice Crackers,107,19,4.02,12.1,365.0,7.19,3.85,75.5
25272,844,Small Macintosh Apple,24,4,5.14,0.0,,23.5,1.28,
23579,844,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,3,19,6.75,1.1,,24.0,49.4,22.7
3765,842,Original Whole Fat Lactose Free Milk,91,16,3.59,90.8,144.0,3.43,0.08,4.92
30561,841,Plain Bagelettes,93,3,7.52,86.6,,4.23,0.0875,8.08
27020,841,Mandarins Bag,24,4,5.99,,,,,
40377,840,Unrefined Virgin Coconut Oil,19,13,5.71,0.03,833.0,0.0,99.1,0.84
45866,839,Fig Newmans Fruit Filled Cookies,61,19,7.27,30.0,249.0,3.3,0.92,63.9
2480,837,Organic 85% Cacao Dark Chocolate Bar,45,19,6.14,82.2,,1.04,0.192,16.2
36606,834,Sprouted Multi-Grain Bread,112,3,6.24,13.0,,11.1,3.04,71.1
33716,833,Apple Pie Fruit & Nut Food Bar,3,19,7.46,4.81,,17.4,38.9,36.3
13083,832,Lowfat Small Curd Cottage Cheese,108,16,6.51,78.1,,11.6,4.22,4.6
13944,832,Pure Water,115,7,3.84,79.0,376.0,19.0,0.94,0.08
37464,828,Apple Cinnamon Instant Oatmeal,130,14,6.39,8.85,1800.0,5.79,14.3,69.6
29127,828,Dairy Free Unsweetened Coconut Milk,91,16,5.6,96.5,,0.656,1.56,0.671
17284,825,Organic Sugar Snap Peas,83,4,7.46,89.7,,1.97,0.275,7.41
6656,824,Organic California Style Sprouted Bread,112,3,6.25,35.7,1130.0,9.43,3.59,49.2
12545,824,French Vanilla Coconut Milk Creamer,91,16,5.88,4.69,,16.1,15.3,58.9
27985,823,Smartwater Electrolyte Enhanced Water,115,7,3.15,79.0,376.0,19.0,0.94,0.08
4451,822,Organic Skim Milk with DHA Omega-3,84,16,5.37,90.8,144.0,3.43,0.08,4.92
8670,822,Diced Tomatoes,81,15,7.13,94.6,76.0,0.84,0.5,3.32
47792,822,Organic Beans & Rice Cheddar Cheese Burrito,38,1,6.72,36.6,1710.0,23.3,34.0,2.44
8555,821,Sweet Potato Tortilla Chips,107,19,6.7,79.5,,1.58,0.375,17.3
17835,821,Thin & Light Tortilla Chips,107,19,6.65,,,,,
10258,819,Pistachios,117,19,3.6,3.95,,20.5,45.0,27.7
45840,818,100% Pure Apple Juice,98,7,5.13,88.1,,0.0859,0.286,11.4
3020,818,Broccoli & Apple Stage 2 Baby Food,92,18,7.82,92.5,,2.85,0.619,2.41
14901,818,Raisins,117,19,7.08,8.85,1800.0,5.79,14.3,69.6
34466,817,Sweet Potatoes,116,1,5.41,79.5,,1.58,0.375,17.3
28123,817,Organic Cut Green Beans,116,1,5.96,89.7,,1.97,0.275,7.41
42460,814,Plain Mini Bagels,93,3,6.63,86.6,,4.23,0.0875,8.08
24186,813,Slim Can Pink Grapefruit Natural Mineral Water,115,7,4.62,90.9,37.0,0.55,0.7,7.59
47866,813,Jalapeno Potato Chips,107,19,6.63,8.28,,8.11,0.951,79.9
15399,811,"Almondmilk Creamer, Vanilla",91,16,5.1,,,,,
46692,808,Multigrain Tortilla Chips,107,19,7.15,,,,,
48726,808,Organic Nonfat Greek Yogurt With Peaches,120,16,7.21,85.0,61.0,10.3,0.37,3.64
20632,806,Mache Rosettes French Salad Mix,123,4,6.09,,,,,
38890,806,No Pulp Calcium & Vitamin D Pure Premium 100% Pure Orange Juice,98,7,5.9,88.2,,0.734,0.325,10.3
48988,806,Unsweetened Premium Iced Tea,94,7,5.9,96.5,,0.656,1.56,0.671
9018,805,All Natural Virgin Lemonade,31,7,5.91,,,,,
18670,805,Original Enriched Rice Drink,91,16,6.01,10.7,1520.0,14.3,1.65,72.8
7806,804,Soft Pretzel Burger Buns,43,3,5.79,8.85,1800.0,5.79,14.3,69.6
162,804,Organic Mini Homestyle Waffles,52,1,6.25,,,,,
30696,801,Eggo Homestyle Waffles,52,1,6.45,,,,,
31433,800,Organic Cinnamon Crunch Cereal,121,14,7.42,13.0,,11.1,3.04,71.1
32650,799,White Giant Paper Towel Rolls,54,17,4.23,10.2,,13.5,5.89,68.7
14129,798,Organic Chicken Bone Broth,69,15,6.01,60.3,219.0,27.3,11.4,0.0
22610,798,Reduced Fat 2% Lactose-Free Milk,91,16,3.22,89.1,50.0,3.36,1.9,4.9
28597,798,Organic Stoneground Wheat Crackers,78,19,6.9,9.44,1550.0,15.1,2.73,71.2
33081,797,Chicken Apple Sausage,106,12,2.89,51.7,1370.0,13.3,28.7,3.37
29615,796,"Bread, Country Buttermilk",112,3,4.99,89.8,,3.46,1.08,4.81
21497,795,White Sandwich Bread,112,3,5.95,35.7,1130.0,9.43,3.59,49.2
24010,794,Wheat Gluten Free Waffles,52,1,6.11,9.44,1550.0,15.1,2.73,71.2
12756,794,Multigrain Oat Bread,112,3,6.07,8.86,,13.2,6.31,69.9
25197,790,Iced Oatmeal Cookie Kid Z Bar,3,19,8.19,8.85,1800.0,5.79,14.3,69.6
17419,790,Sprouted Whole Wheat Bread,112,3,5.08,38.7,1060.0,12.3,3.55,43.1
13113,789,Organic Apple Juice Boxes,98,7,6.47,88.1,,0.0859,0.286,11.4
7969,788,Lime,24,4,5.75,,,,,
46650,787,Special Reserve Extra Sharp Cheddar Cheese,21,16,5.28,36.6,1710.0,23.3,34.0,2.44
23537,787,Light Brown Sugar,17,13,5.31,68.9,,7.31,1.3,21.4
13702,786,Good Seed Organic Thin Sliced Bread,112,3,6.96,6.62,,29.9,40.0,18.7
13712,785,Cold Brew Coffee Double Espresso with Almond Milk,91,16,5.86,96.5,,0.656,1.56,0.671
39276,782,Bananas,24,4,4.03,78.3,357.0,0.73,0.22,20.1
34,781,Peanut Butter Cereal,121,14,6.68,1.1,,24.0,49.4,22.7
10814,781,Applewood Smoked Bacon,106,12,5.49,14.2,2090.0,40.9,36.5,2.1
31371,780,Whole Wheat English Muffins,93,3,6.22,9.44,1550.0,15.1,2.73,71.2
27796,780,Real Mayonnaise,72,13,5.47,,,,,
31231,779,Vitamin Water Zero Rise Orange,64,7,4.49,89.7,43.0,3.38,0.95,5.18
17191,779,Tangerine,77,7,5.52,,,,,
45645,778,Dark Chocolate Nuts & Sea Salt Bars,3,19,7.44,2.2,2590.0,20.4,57.8,16.2
43693,777,Whole Vitamin D Milk,84,16,3.11,88.1,251.0,3.27,3.2,4.63
5491,777,Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,92,18,7.44,92.5,,2.85,0.619,2.41
28535,777,Cucumber & Garlic  Tzatziki,51,13,6.44,95.9,,0.625,0.178,2.95
4086,776,Mint,16,4,5.42,,,,,
5428,776,1 Liter,115,7,4.13,89.7,43.0,3.38,0.95,5.18
31663,776,Vanilla Blueberry Clusters With Flax Seeds Granola,57,14,6.73,6.62,,29.9,40.0,18.7
34270,775,"Cold-pressed, Deliciously Hydrating Watermelon Water",31,7,4.61,84.7,,0.188,0.212,14.8
24135,775,Oranges,24,4,3.92,86.7,196.0,0.91,0.15,11.8
9124,774,Broccoli & Cheddar Bake Meal Bowl,38,1,5.58,90.0,31.0,2.57,0.34,6.27
49478,774,Frozen Organic Strawberries,24,4,5.6,90.1,153.0,0.81,0.47,7.92
18352,773,Flax Plus Organic Pumpkin Flax Granola,57,14,6.09,6.62,,29.9,40.0,18.7
36389,772,Organic Rainbow Chard Vegetable,83,4,7.09,93.6,86.0,1.04,0.39,4.11
22888,769,90% Lean Ground Beef,122,12,5.78,69.0,,18.2,12.8,0.0
41757,766,Organic Air Chilled Whole Chicken,35,12,5.96,13.0,,11.1,3.04,71.1
17530,765,Unsweetened Watermelon Water,115,7,5.34,96.5,,0.656,1.56,0.671
28278,765,Organic Penne Rigate,131,9,7.65,,,,,
42282,762,Bag of Jumbo Yellow Onions,32,4,3.19,90.1,160.0,0.83,0.05,8.61
27247,762,Original Soy Creamer,91,16,4.95,6.24,1530.0,51.1,3.33,32.9
8953,760,Key Limes,32,4,3.57,,,,,
45106,760,Low Fat Strawberry Yogurt Tubes,120,16,6.94,89.8,,3.46,1.08,4.81
25199,758,Classic Chicken Salad,1,20,5.15,74.7,,17.9,7.16,0.0
34024,758,Classic Soda,77,7,4.34,,,,,
20583,757,Sourdough Baguette,112,3,4.66,,,,,
10768,757,Organic Raspberry Lowfat Yogurt,120,16,6.33,85.6,,1.01,0.188,12.9
20794,754,"Kombucha, Organic Raw, Citrus",31,7,6.05,86.7,196.0,0.91,0.15,11.8
19049,753,Peeled Garlic,123,4,5.54,95.9,,0.625,0.178,2.95
8479,752,Original Black Box Tablewater Cracker,78,19,6.37,0.0,,24.4,1.45,
23322,751,Golden Delicious Apple,24,4,5.46,84.7,,0.188,0.212,14.8
5373,750,Organic No Salt Added Diced Tomatoes,81,15,7.31,94.6,76.0,0.84,0.5,3.32
18883,750,Honeydew Chunks,123,4,6.11,,,,,
29118,750,French Vanilla Soy Creamer,91,16,5.17,6.24,1530.0,51.1,3.33,32.9
35004,749,Macaroni Shells & White Cheddar Cheese,4,9,6.83,36.6,1710.0,23.3,34.0,2.44
15984,749,Almond Milk Blueberry Yogurt,120,16,6.78,85.3,,3.82,4.48,5.57
21162,749,Organic Mixed Berry Yogurt & Fruit Snack,92,18,7.61,86.6,,4.23,0.0875,8.08
28851,746,Cage Free  100% Liquid Egg Whites,86,16,4.52,86.3,55.0,10.7,0.0,2.36
23044,745,Cream Top Smooth & Creamy Vanilla Yogurt,120,16,6.18,1.75,,20.8,53.0,21.2
34429,745,Kumato Tomatoes,83,4,5.52,94.7,,0.696,0.425,3.84
12935,744,Organic Pasture Raised Brown Eggs,86,16,4.23,86.3,55.0,10.7,0.0,2.36
23236,744,Chopped Spinach,116,1,5.0,92.5,,2.85,0.619,2.41
33845,743,Organic YoBaby Vanilla Yogurt,120,16,6.73,86.6,,4.23,0.0875,8.08
42240,742,Ultra Soft Facial Tissues,54,17,5.18,8.85,1800.0,5.79,14.3,69.6
31640,740,Original Puffins Cereal,121,14,7.66,13.0,,11.1,3.04,71.1
13351,740,Total 0% Peach Yogurt,120,16,7.28,0.0,,24.4,1.45,
5449,740,Margherita Pizza,79,1,6.18,,,,,
18615,740,Organic Guacamole,67,20,4.26,,,,,
13259,739,Organic Variety Pack,98,7,2.54,93.6,86.0,1.04,0.39,4.11
47492,738,Organic Berry Blend,116,1,6.28,,,,,
25705,738,Butterhead Lettuce,83,4,5.82,95.5,,0.742,0.0738,3.37
48395,738,Original Rice Pilaf Mix,63,9,6.69,12.1,365.0,7.19,3.85,75.5
30406,737,Butternut Squash,83,4,5.48,,,,,
24253,737,Go Lean Cereal,121,14,5.68,72.9,,17.3,9.59,0.0
13733,735,Red Potatoes,83,4,6.48,80.5,,2.06,0.248,16.3
4367,735,Garlic & Fine Herbs Gournay Cheese,21,16,6.11,12.1,,13.3,1.84,72.0
35233,734,Peach,24,4,6.44,88.3,174.0,0.91,0.27,10.1
4138,733,Arancita Rossa,77,7,6.07,,,,,
34551,732,Organic Cane Sugar,17,13,5.01,0.02,385.0,0.0,0.32,99.6
18963,732,Apple Cider Vinegar,19,13,5.85,83.6,,0.148,0.162,15.7
21463,731,Vanilla Bean Light Ice Cream,37,1,3.82,0.0,,24.6,1.28,
2361,730,Mint Chip,37,1,4.03,,,,,
9337,729,Purity Farms Ghee Clarified Butter,36,16,5.41,1.75,,20.8,53.0,21.2
1890,728,Organic Large Grade A Eggs,86,16,5.44,86.3,55.0,10.7,0.0,2.36
6760,728,Organic Iced Green Tea,94,7,3.55,91.9,,0.961,0.228,6.38
12395,727,Plain Goat Milk Yogurt,120,16,5.49,85.3,,3.82,4.48,5.57
41806,726,Organic Greek Whole Milk Blended Strawberry Yogurt,120,16,5.83,81.3,,8.78,4.39,4.75
17924,726,Seltzer Water,115,7,2.29,79.0,376.0,19.0,0.94,0.08
14917,725,Blackberry Yogurt,120,16,7.89,86.6,,4.23,0.0875,8.08
14778,725,Organic Chocolate Chip Chewy Granola Bars,3,19,7.99,,,,,
31869,725,Organic Edamame,116,1,6.86,,,,,
15261,723,Organic Rosemary,16,4,6.32,,,,,
31635,722,Vanilla Almond Milk Yogurt,120,16,6.02,85.3,,3.82,4.48,5.57
43192,722,Dark with 70% Cacao Content Organic Chocolate Bar,45,19,6.59,82.2,,1.04,0.192,16.2
36107,722,smartwater® Electrolyte Enhanced Water,115,7,4.01,79.0,376.0,19.0,0.94,0.08
26497,721,Romaine Lettuce,83,4,6.94,94.7,70.0,1.24,0.26,3.24
42625,721,"Flat Parsley, Bunch",16,4,5.36,,,,,
44661,720,Bicolor Sweet Corn,83,4,6.2,,,,,
23102,720,Organic 1% Milk,84,16,4.72,89.7,43.0,3.38,0.95,5.18
5031,718,Medium Salsa Roja,67,20,6.71,89.3,29.0,1.44,0.19,6.74
46049,717,Salt & Pepper Krinkle Chips,107,19,6.91,94.1,,0.715,0.106,4.78
48186,716,Lactose Free Half & Half,53,16,4.18,90.8,144.0,3.43,0.08,4.92
43654,715,Whole Milk Greek Blended Vanilla Bean Yogurt,120,16,5.73,81.3,,8.78,4.39,4.75
33043,714,Crescent Rolls,105,13,8.08,10.2,,13.5,5.89,68.7
40120,712,Organic Multigrain Bread,112,3,3.63,35.7,1130.0,9.43,3.59,49.2
35269,712,Vegetable Tray With Low Fat Dressing,32,4,2.57,89.8,,3.46,1.08,4.81
12572,712,6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS,78,19,5.69,,,,,
3873,711,Mountain Spring Water,115,7,4.15,79.0,376.0,19.0,0.94,0.08
31338,709,Classic Almond Butter,88,13,6.63,1.75,,20.8,53.0,21.2
17807,708,Gluten Free Blueberry Waffles,52,1,6.29,84.2,,0.703,0.306,14.6
10385,708,Organic English Cucumber,83,4,7.03,95.9,,0.625,0.178,2.95
43721,707,Wint-O-Green,46,19,3.44,91.9,,0.961,0.228,6.38
20327,706,Organic All Natural Blueberry Mini Waffles,52,1,6.98,84.2,,0.703,0.306,14.6
